Podan2_100900	Pa_1_900	NA	PF00172	Other	f23d3cc75498414c017f05057d2fd641	921	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	56	90	0.0012	T	27-08-2025	IPR001138	Zn(2)Cys(6) fungal-type DNA-binding domain	-	-
Podan2_100890	Pa_1_890	NA	PF08617	Other	847324c39a08f33b7bb6897f2c07af04	228	Pfam	PF08617	Kinase binding protein CGI-121	49	227	1.5E-47	T	27-08-2025	IPR013926	CGI121/TPRKB	-	-
Podan2_0000190	NA	NA	PF01619	Other	1ea23dfd22da5e2b0e34b259d0bf5691	517	Pfam	PF01619	Proline dehydrogenase	179	494	6.9E-51	T	27-08-2025	IPR002872	Proline dehydrogenase domain	-	-
Podan2_0000200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100870	Pa_1_870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100860	Pa_1_860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100850	Pa_1_850	NA	PF02535	Other	f309aa1e22e4a522be0ce32e0506de7a	449	Pfam	PF02535	ZIP Zinc transporter	52	445	9.8E-52	T	27-08-2025	IPR003689	Zinc/iron permease	-	-
Podan2_100840	Pa_1_840	NA	PF16010	Other	50c4aed542999a711f3cde3e78c184cf	233	Pfam	PF16010	Cytochrome domain of cellobiose dehydrogenase	50	220	4.1E-43	T	27-08-2025	IPR015920	Cellobiose dehydrogenase-like, cytochrome domain	-	-
Podan2_100830	Pa_1_830	NA	PF00083	Other	d9c7679009b53ddc0b119ce9cb0c4036	532	Pfam	PF00083	Sugar (and other) transporter	33	500	3.3E-113	T	27-08-2025	IPR005828	Major facilitator, sugar transporter-like	-	-
Podan2_100820	Pa_1_820	NA	PF15892	Other	b6db2c31ef527cfcde38e1c03b2031df	461	Pfam	PF15892	BNR repeat-containing family member	37	350	3.4E-60	T	27-08-2025	-	-	-	-
Podan2_100810	Pa_1_810	NA	PF00172	Other	dc4a29e175b2f3a82ff5dd3679a17e86	598	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	110	134	0.17	T	27-08-2025	IPR001138	Zn(2)Cys(6) fungal-type DNA-binding domain	-	-
Podan2_100800	Pa_1_800	NA	PF00026	Other	5371bb9dec9e063bcb2e63a1a58bea05	431	Pfam	PF00026	Eukaryotic aspartyl protease	112	427	1.8E-69	T	27-08-2025	IPR033121	Peptidase family A1 domain	-	-
Podan2_0000300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100790	Pa_1_790	NA	PF03169	Other	f983722d69f3a3b22889a95b74987fc2	756	Pfam	PF03169	OPT oligopeptide transporter protein	76	735	2.3E-75	T	27-08-2025	IPR004813	Oligopeptide transporter, OPT superfamily	-	-
Podan2_100780	Pa_1_780	NA	PF22244	Other	d8a64ce3d875306d45c9c1d9349d94c7	426	Pfam	PF22244	Glucuronyl esterase, fungi	140	363	2.5E-69	T	27-08-2025	IPR054579	4-O-methyl-glucuronoyl methylesterase-like domain	-	-
Podan2_100770	Pa_1_770	NA	PF20684	Other	87277ee1167ec0be90a14d283167b9f0	382	Pfam	PF20684	Fungal rhodopsin domain	58	294	6.4E-32	T	27-08-2025	IPR049326	Rhodopsin domain, fungi	-	-
Podan2_100760	Pa_1_760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100750	Pa_1_750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100740	Pa_1_740	TIM50	PF03031	Other	bc9fbdddc7314011cd3f67d2a7a25797	557	Pfam	PF03031	NLI interacting factor-like phosphatase	259	406	5.7E-37	T	27-08-2025	IPR004274	FCP1 homology domain	-	-
Podan2_100730	Pa_1_730	NA	PF24864	Other	710c2683027207a056fe56d537377b7d	330	Pfam	PF24864	Domain of unknown function (DUF7730)	112	186	0.0046	T	27-08-2025	IPR056632	Domain of unknown function DUF7730	-	-
Podan2_100720	Pa_1_720	NA	PF03060	Other	fd93ad8455ae99e878310701e3b23054	369	Pfam	PF03060	Nitronate monooxygenase	147	351	3.1E-23	T	27-08-2025	-	-	-	-
Podan2_0000390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100710	Pa_1_710	NA	PF07690	Other	285a3a9e3c4351d39198010405a3135f	519	Pfam	PF07690	Major Facilitator Superfamily	50	429	7.1E-22	T	27-08-2025	IPR011701	Major facilitator superfamily	-	-
Podan2_100700	Pa_1_700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_0000420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_0000430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_0000440	NA	MCA1_1	PF00656	Other	9f0cecf6a3cc1e49e298d62e1cc18cde	449	Pfam	PF00656	Caspase domain	155	440	1.9E-38	T	27-08-2025	IPR011600	Peptidase C14, caspase domain	-	-
Podan2_100680	Pa_1_680	NA	PF00397	Other	cbd6c5720f89b3bd19ec91efa5d83a2c	366	Pfam	PF00397	WW domain	104	133	4.1E-5	T	27-08-2025	IPR001202	WW domain	-	-
Podan2_100675	Pa_1_675	SMG1	PF01423	Other	64549812a8ab9c25f87473b4ab9abd46	85	Pfam	PF01423	LSM domain	7	70	6.4E-19	T	27-08-2025	IPR001163	Sm domain, eukaryotic/archaea-type	-	-
Podan2_100670	Pa_1_670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100660	Pa_1_660	NA	PF15458	Other	270e7ada03b88ef0bc7c9e03205caf69	523	Pfam	PF15458	Nineteen complex-related protein 2	177	435	8.0E-33	T	27-08-2025	IPR028211	Pre-mRNA-splicing factor Ntr2	-	-
Podan2_100650	Pa_1_650	NA	PF12955	Other	58dbba76caf74a754d4b0569ed12836f	398	Pfam	PF12955	Vacuolar sorting protein Vps3844, C-terminal domain	278	390	7.4E-35	T	27-08-2025	IPR024382	Vacuolar sorting protein Vps3844, C-terminal domain	-	-
Podan2_100640	Pa_1_640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100630	Pa_1_630	NA	PF07690	Other	6510c2347ad69d16ee7ac375949b41a4	611	Pfam	PF07690	Major Facilitator Superfamily	133	430	2.8E-39	T	27-08-2025	IPR011701	Major facilitator superfamily	-	-
Podan2_100620	Pa_1_620	NA	PF13641	Other	f3610f54af49ce7e8080626533da28c9	858	Pfam	PF13641	Glycosyltransferase like family 2	115	362	3.1E-18	T	27-08-2025	-	-	-	-
Podan2_100618	Pa_1_618	NA	PF20684	Other	6374692fa5cdfb903e83ace1c662dbb3	222	Pfam	PF20684	Fungal rhodopsin domain	42	204	0.0033	T	27-08-2025	IPR049326	Rhodopsin domain, fungi	-	-
Podan2_100615	Pa_1_615	MAE1	PF00390	Other	7b3205137d55b0141ed7987e22d1db59	604	Pfam	PF00390	Malic enzyme, N-terminal domain	93	273	1.1E-61	T	27-08-2025	IPR012301	Malic enzyme, N-terminal domain	-	-
Podan2_100615	Pa_1_615	MAE1	PF03949	Other	7b3205137d55b0141ed7987e22d1db59	604	Pfam	PF03949	Malic enzyme, NAD binding domain	283	544	3.7E-87	T	27-08-2025	IPR012302	Malic enzyme, NAD-binding	-	-
Podan2_100610	Pa_1_610	RPL23A	PF00238	Other	f10866e6898ccf620c100995172103ae	139	Pfam	PF00238	Ribosomal protein L14p/L23e	20	138	2.8E-34	T	27-08-2025	IPR000218	Large ribosomal subunit protein uL14	-	-
Podan2_100600	Pa_1_600	NA	PF00561	Other	69dd1b121e5dac2a1786cd97109418fd	367	Pfam	PF00561	alpha/beta hydrolase fold	98	204	3.2E-14	T	27-08-2025	IPR000073	Alpha/beta hydrolase fold-1	-	-
Podan2_100590	Pa_1_590	NA	PF20684	Other	6d0f61e5c49460c2fc910ffb02b63213	431	Pfam	PF20684	Fungal rhodopsin domain	32	269	1.5E-82	T	27-08-2025	IPR049326	Rhodopsin domain, fungi	-	-
Podan2_100580	Pa_1_580	NA	PF06985	NLR-associated	dfa23c466c5f11735a2ee61c051fb8aa	841	Pfam	PF06985	Heterokaryon incompatibility protein (HET)	286	348	0.006	T	27-08-2025	IPR010730	Heterokaryon incompatibility	-	-
Podan2_100570	Pa_1_570	NA	PF06985	NLR-associated	5956548ab6e392addc625e53a5b86c89	858	Pfam	PF06985	Heterokaryon incompatibility protein (HET)	232	375	1.2E-18	T	27-08-2025	IPR010730	Heterokaryon incompatibility	-	-
Podan2_100560	Pa_1_560	NA	PF10310	Other	2a35c06f2db4538a5dbe712bda8f18ab	504	Pfam	PF10310	Family of unknown function (DUF5427)	16	474	0.0	T	27-08-2025	IPR018814	Protein of unknown function DUF5427	-	-
Podan2_100550	Pa_1_550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100540	Pa_1_540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100548	Pa_1_548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_0000640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100543	Pa_1_543	NA	PF05730	Other	2569bb1456b92b10f5e75e5147ec5708	223	Pfam	PF05730	CFEM domain	28	91	2.2E-7	T	27-08-2025	IPR008427	Extracellular membrane protein, CFEM domain	-	-
Podan2_100530	Pa_1_530	NA	PF07335	Other	08d9fa1cb3558ceb50c9942af9385eec	307	Pfam	PF07335	Fungal chitosanase of glycosyl hydrolase group 75	103	277	5.0E-65	T	27-08-2025	IPR009939	Fungal chitosanase	-	-
Podan2_100520	Pa_1_520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100500	Pa_1_500	NA	PF03443	Other	bb57548a5cf78ca4a41a8f263bd9a6fc	345	Pfam	PF03443	Auxiliary Activity family 9 (formerly GH61)	67	267	1.0E-38	T	27-08-2025	IPR005103	Auxiliary Activity family 9, catalytic domain	-	-
Podan2_100500	Pa_1_500	NA	PF00734	Other	bb57548a5cf78ca4a41a8f263bd9a6fc	345	Pfam	PF00734	Fungal cellulose binding domain	313	340	8.3E-9	T	27-08-2025	IPR000254	Cellulose-binding domain	-	-
Podan2_100495	Pa_1_495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100493	Pa_1_493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100480	Pa_1_480	NA	PF12708	Other	4722dd115ac4d0f46a7291aeeae292fc	777	Pfam	PF12708	Rhamnogalacturonase A/epimerase, pectate lyase-like	45	165	1.1E-29	T	27-08-2025	IPR024535	Rhamnogalacturonase A/B/Epimerase-like, pectate lyase domain	-	-
Podan2_100480	Pa_1_480	NA	PF12708	Other	4722dd115ac4d0f46a7291aeeae292fc	777	Pfam	PF12708	Rhamnogalacturonase A/epimerase, pectate lyase-like	170	235	1.5E-12	T	27-08-2025	IPR024535	Rhamnogalacturonase A/B/Epimerase-like, pectate lyase domain	-	-
Podan2_100470	Pa_1_470	NA	PF05199	Other	25d97bbbb84020c52003d28e17751326	592	Pfam	PF05199	GMC oxidoreductase	439	577	7.0E-20	T	27-08-2025	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
Podan2_100470	Pa_1_470	NA	PF00732	Other	25d97bbbb84020c52003d28e17751326	592	Pfam	PF00732	GMC oxidoreductase	27	328	8.3E-31	T	27-08-2025	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
Podan2_100460	Pa_1_460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100450	Pa_1_450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100445	Pa_1_445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100440	Pa_1_440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100430	Pa_1_430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100420	Pa_1_420	NA	PF00069	NLR-associated	d5e0e3fa57707b664fea475c5d387952	426	Pfam	PF00069	Protein kinase domain	58	198	1.7E-11	T	27-08-2025	IPR000719	Protein kinase domain	-	-
Podan2_100420	Pa_1_420	NA	PF00069	NLR-associated	d5e0e3fa57707b664fea475c5d387952	426	Pfam	PF00069	Protein kinase domain	254	416	5.8E-8	T	27-08-2025	IPR000719	Protein kinase domain	-	-
Podan2_0000790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sp001	Pa_1_410	NA	PF07173	Other	ad241bf1221368cc42c96d588a460c58	810	Pfam	PF07173	Glycine-rich domain-containing protein-like	470	547	1.1E-8	T	27-08-2025	IPR009836	Glycine-rich domain-containing protein-like	-	-
NLR001	Pa_1_400	NA	PF22939	Other	7938965e389e5daf29b7c6753e9751b0	1448	Pfam	PF22939	GPI inositol-deacylase, winged helix domain	360	396	0.0013	T	27-08-2025	IPR054471	GPI inositol-deacylase, winged helix domain	-	-
Podan2_100390	Pa_1_390	NA	PF03881	Other	a19d101a1f93caa4685a2f57797ced41	352	Pfam	PF03881	Fructosamine kinase	94	341	4.3E-29	T	27-08-2025	IPR016477	Fructosamine/Ketosamine-3-kinase	-	-
Podan2_100380	Pa_1_380	RCD-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100370	Pa_1_370	NA	PF05368	Other	bbcca663a3219a8255edcacd4b5eecfd	376	Pfam	PF05368	NmrA-like family	4	263	1.6E-17	T	27-08-2025	IPR008030	NmrA-like domain	-	-
Podan2_100360	Pa_1_360	NA	PF11951	Other	753a34a3f24828a0b9fe0cdf681334cd	499	Pfam	PF11951	Fungal specific transcription factor domain	122	249	4.2E-6	T	27-08-2025	IPR021858	Fungal transcription factor	-	-
Podan2_100360	Pa_1_360	NA	PF00172	Other	753a34a3f24828a0b9fe0cdf681334cd	499	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	33	66	7.4E-7	T	27-08-2025	IPR001138	Zn(2)Cys(6) fungal-type DNA-binding domain	-	-
Podan2_0000860	NA	NA	PF08241	Other	4c04e44962e737b3dbd8c548852052ec	309	Pfam	PF08241	Methyltransferase domain	51	154	1.6E-13	T	27-08-2025	IPR013216	Methyltransferase type 11	-	-
Podan2_0000870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100340	Pa_1_340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100330	Pa_1_330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100320	Pa_1_320	NA	PF08240	Other	358dac556be23f1ef6ca35139eaad1fb	371	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain	29	130	4.4E-16	T	27-08-2025	IPR013154	Alcohol dehydrogenase-like, N-terminal	-	-
Podan2_100320	Pa_1_320	NA	PF00107	Other	358dac556be23f1ef6ca35139eaad1fb	371	Pfam	PF00107	Zinc-binding dehydrogenase	201	325	1.5E-15	T	27-08-2025	IPR013149	Alcohol dehydrogenase-like, C-terminal	-	-
Podan2_100310	Pa_1_310	NA	PF00067	Other	53d667e41af598f1e7615f0250c075aa	540	Pfam	PF00067	Cytochrome P450	31	495	2.9E-72	T	27-08-2025	IPR001128	Cytochrome P450	-	-
Podan2_100300	Pa_1_300	NA	PF00172	Other	2ad14d3f36a6837f1fef552bd4d07a52	869	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	136	167	2.2E-4	T	27-08-2025	IPR001138	Zn(2)Cys(6) fungal-type DNA-binding domain	-	-
Podan2_100300	Pa_1_300	NA	PF04082	Other	2ad14d3f36a6837f1fef552bd4d07a52	869	Pfam	PF04082	Fungal specific transcription factor domain	466	643	1.0E-10	T	27-08-2025	IPR007219	Xylanolytic transcriptional activator, regulatory domain	-	-
Podan2_100295	Pa_1_295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100290	Pa_1_290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100280	Pa_1_280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100278	Pa_1_278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100275	Pa_1_275	NA	PF01161	Other	aabcb0d8ba5235341c112ab955557caf	296	Pfam	PF01161	Phosphatidylethanolamine-binding protein	87	189	6.0E-5	T	27-08-2025	IPR008914	Phosphatidylethanolamine-binding protein	-	-
Podan2_100270	Pa_1_270	NA	PF20684	Other	ca6cdac91dc327fd97ea198d77824c4c	352	Pfam	PF20684	Fungal rhodopsin domain	31	273	2.3E-21	T	27-08-2025	IPR049326	Rhodopsin domain, fungi	-	-
Podan2_100260	Pa_1_260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100250	Pa_1_250	NA	PF00457	Other	5e8413cc57176d85f86943c829ced5f1	347	Pfam	PF00457	Glycosyl hydrolases family 11	167	345	3.1E-80	T	27-08-2025	IPR033123	Glycosyl hydrolase 11 domain	-	-
Podan2_100240	Pa_1_240	NA	PF09302	Other	710df9967945e1c840fd3dbf674e18de	539	Pfam	PF09302	XLF N-terminal domain	15	137	1.3E-22	T	27-08-2025	IPR015381	XLF-like, N-terminal	-	-
Podan2_100240	Pa_1_240	NA	PF21928	Other	710df9967945e1c840fd3dbf674e18de	539	Pfam	PF21928	XLF protein coiled-coil region	139	191	8.8E-16	T	27-08-2025	IPR053829	XLF-like, coiled-coil region	-	-
Podan2_100230	Pa_1_230	NA	PF00250	Other	03013e98ae52a8f9557dc08601cf0913	721	Pfam	PF00250	Forkhead domain	358	423	2.9E-17	T	27-08-2025	IPR001766	Fork head domain	-	-
Podan2_100220	Pa_1_220	NA	PF10312	Other	52b16d3d8f07b3903263d84edddee519	551	Pfam	PF10312	Conserved mid region of cactin	82	268	1.9E-61	T	27-08-2025	IPR018816	Splicing factor cactin, central domain	-	-
Podan2_100220	Pa_1_220	NA	PF09732	Other	52b16d3d8f07b3903263d84edddee519	551	Pfam	PF09732	Cactus-binding C-terminus of cactin protein	393	525	7.1E-55	T	27-08-2025	IPR019134	Splicing factor Cactin, C-terminal	-	-
Podan2_100210	Pa_1_210	RTC1	PF00400	NLR-associated	625c5499baeb9a2133ddbd14da22e9fa	1362	Pfam	PF00400	WD domain, G-beta repeat	209	245	39.0	T	27-08-2025	IPR001680	WD40 repeat	-	-
Podan2_100210	Pa_1_210	RTC1	PF00400	NLR-associated	625c5499baeb9a2133ddbd14da22e9fa	1362	Pfam	PF00400	WD domain, G-beta repeat	166	193	100.0	T	27-08-2025	IPR001680	WD40 repeat	-	-
Podan2_100210	Pa_1_210	RTC1	PF00400	NLR-associated	625c5499baeb9a2133ddbd14da22e9fa	1362	Pfam	PF00400	WD domain, G-beta repeat	252	288	8.6E-4	T	27-08-2025	IPR001680	WD40 repeat	-	-
Podan2_100206	Pa_1_206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100205	Pa_1_205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100200	Pa_1_200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100190	Pa_1_190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100180	Pa_1_180	NA	PF10186	Other	fac5bcd45104f7109a244ef7078c3a66	595	Pfam	PF10186	Vacuolar sorting 38 and autophagy-related subunit 14	220	477	2.3E-10	T	27-08-2025	IPR018791	UV radiation resistance protein/autophagy-related protein 14	-	-
Podan2_100175	Pa_1_175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100170	Pa_1_170	NA	PF20684	Other	7b19a23af1cc1535de05808a6ec3fb92	495	Pfam	PF20684	Fungal rhodopsin domain	70	309	1.1E-56	T	27-08-2025	IPR049326	Rhodopsin domain, fungi	-	-
Podan2_0001120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100160	Pa_1_160	NA	PF01965	Other	b596d0ae17745783c9a79e966fb1228d	246	Pfam	PF01965	DJ-1/PfpI family	54	178	3.1E-6	T	27-08-2025	IPR002818	DJ-1/PfpI	-	-
Podan2_100150	Pa_1_150	NA	PF25534	Other	6da871f2c438f61620fa80e07e3b6f05	361	Pfam	PF25534	Domain of unknown function (DUF7918)	37	285	7.5E-33	T	27-08-2025	IPR057678	Domain of unknown function DUF7918	-	-
Podan2_100145	Pa_1_145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_0001170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100140	Pa_1_140	CRY-2	PF00875	Other	f5ab41500c4c9537f04882eb4b294d49	734	Pfam	PF00875	DNA photolyase	242	406	1.7E-35	T	27-08-2025	IPR006050	DNA photolyase, N-terminal	-	-
Podan2_100140	Pa_1_140	CRY-2	PF03441	Other	f5ab41500c4c9537f04882eb4b294d49	734	Pfam	PF03441	FAD binding domain of DNA photolyase	532	728	1.0E-81	T	27-08-2025	IPR005101	Cryptochrome/DNA photolyase, FAD-binding domain	-	-
Podan2_100130	Pa_1_130	RPS21	PF01249	Other	d34b7a7ea452e77d4353e2a7ecd28906	87	Pfam	PF01249	Ribosomal protein S21e	1	80	5.2E-35	T	27-08-2025	IPR001931	Small ribosomal subunit protein eS21	-	-
Podan2_100115	Pa_1_115	SLX4_1	PF02037	Other	90655872440624c1d491fcf9d7e11e8e	1017	Pfam	PF02037	SAP domain	771	807	9.3E-9	T	27-08-2025	IPR003034	SAP domain	-	-
Podan2_100115	Pa_1_115	SLX4_1	PF09494	Other	90655872440624c1d491fcf9d7e11e8e	1017	Pfam	PF09494	Slx4 endonuclease	933	1005	1.5E-18	T	27-08-2025	IPR018574	Structure-specific endonuclease subunit Slx4	-	-
Podan2_100120	Pa_1_120	SLX4_2	PF00293	Other	715b9ed69d0bfc085f7e4dea1b1455c9	417	Pfam	PF00293	NUDIX domain	84	169	0.0016	T	27-08-2025	IPR000086	NUDIX hydrolase domain	-	-
Podan2_100110	Pa_1_110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_0001230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podan2_100090	Pa_1_90	NA	PF10042	Other	c2195d0da7c8e56cb9891cb9da2dd28e	426	Pfam	PF10042	Uncharacterized conserved protein (DUF2278)	82	282	3.1E-61	T	27-08-2025	IPR019268	Protein of unknown function DUF2278	-	-
Podan2_100085	Pa_1_85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
